INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2018-01-21T19:00:00-00:00,2018-01-21T20:00:00-00:00,1,2018-01-21,12,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,71.66,DAM,22
2018-01-22T01:00:00-00:00,2018-01-22T02:00:00-00:00,1,2018-01-21,18,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,77.26,DAM,22
2018-01-22T06:00:00-00:00,2018-01-22T07:00:00-00:00,1,2018-01-21,23,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,75.36,DAM,22
2018-01-22T07:00:00-00:00,2018-01-22T08:00:00-00:00,1,2018-01-21,24,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,74.63,DAM,22
2018-01-21T08:00:00-00:00,2018-01-21T09:00:00-00:00,1,2018-01-21,1,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,74.59,DAM,22
2018-01-21T12:00:00-00:00,2018-01-21T13:00:00-00:00,1,2018-01-21,5,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,88,DAM,22
2018-01-21T13:00:00-00:00,2018-01-21T14:00:00-00:00,1,2018-01-21,6,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,93.91,DAM,22
2018-01-21T21:00:00-00:00,2018-01-21T22:00:00-00:00,1,2018-01-21,14,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,62.43,DAM,22
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3292.76,DAM,23
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2950.18,DAM,23
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3218.36,DAM,23
2018-01-22T15:00:00-00:00,2018-01-22T16:00:00-00:00,1,2018-01-22,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3588.18,DAM,23
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2777.8,DAM,23
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3270.67,DAM,23
2018-01-22T14:00:00-00:00,2018-01-22T15:00:00-00:00,1,2018-01-22,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3819.9,DAM,23
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2483.84,DAM,23
2018-01-22T21:00:00-00:00,2018-01-22T22:00:00-00:00,1,2018-01-22,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2463.88,DAM,23
2018-01-23T02:00:00-00:00,2018-01-23T03:00:00-00:00,1,2018-01-22,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3397.58,DAM,23
2018-01-23T05:00:00-00:00,2018-01-23T06:00:00-00:00,1,2018-01-22,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3091.2,DAM,23
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2699.04,DAM,23
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2937.17,DAM,23
2018-01-22T18:00:00-00:00,2018-01-22T19:00:00-00:00,1,2018-01-22,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2721.56,DAM,23
2018-01-22T13:00:00-00:00,2018-01-22T14:00:00-00:00,1,2018-01-22,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3675.24,DAM,23
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2932.37,DAM,23
2018-01-22T19:00:00-00:00,2018-01-22T20:00:00-00:00,1,2018-01-22,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2565.91,DAM,23
2018-01-22T22:00:00-00:00,2018-01-22T23:00:00-00:00,1,2018-01-22,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2526.54,DAM,23
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2797.81,DAM,23
2018-01-22T23:00:00-00:00,2018-01-23T00:00:00-00:00,1,2018-01-22,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2661.35,DAM,23
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3395.35,DAM,23
2018-01-22T08:00:00-00:00,2018-01-22T09:00:00-00:00,1,2018-01-22,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2677.6,DAM,23
2018-01-23T04:00:00-00:00,2018-01-23T05:00:00-00:00,1,2018-01-22,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3301.92,DAM,23
2018-01-23T06:00:00-00:00,2018-01-23T07:00:00-00:00,1,2018-01-22,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2873.37,DAM,23
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26139.57,DAM,24
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,29292.42,DAM,24
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26667.26,DAM,24
2018-01-22T22:00:00-00:00,2018-01-22T23:00:00-00:00,1,2018-01-22,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24868.32,DAM,24
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20395.26,DAM,24
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21108.36,DAM,24
2018-01-22T21:00:00-00:00,2018-01-22T22:00:00-00:00,1,2018-01-22,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24815.45,DAM,24
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,28532.46,DAM,24
2018-01-23T04:00:00-00:00,2018-01-23T05:00:00-00:00,1,2018-01-22,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,28447.58,DAM,24
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24854.54,DAM,24
2018-01-23T02:00:00-00:00,2018-01-23T03:00:00-00:00,1,2018-01-22,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,29707.88,DAM,24
2018-01-23T05:00:00-00:00,2018-01-23T06:00:00-00:00,1,2018-01-22,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,27057.75,DAM,24
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23124.91,DAM,24
2018-01-22T08:00:00-00:00,2018-01-22T09:00:00-00:00,1,2018-01-22,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21220.62,DAM,24
2018-01-23T06:00:00-00:00,2018-01-23T07:00:00-00:00,1,2018-01-22,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25018.94,DAM,24
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20348.63,DAM,24
2018-01-22T15:00:00-00:00,2018-01-22T16:00:00-00:00,1,2018-01-22,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26939.29,DAM,24
2018-01-22T18:00:00-00:00,2018-01-22T19:00:00-00:00,1,2018-01-22,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25621.5,DAM,24
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26210.52,DAM,24
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20615.92,DAM,24
2018-01-22T14:00:00-00:00,2018-01-22T15:00:00-00:00,1,2018-01-22,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25638.06,DAM,24
2018-01-22T19:00:00-00:00,2018-01-22T20:00:00-00:00,1,2018-01-22,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25073.24,DAM,24
2018-01-22T23:00:00-00:00,2018-01-23T00:00:00-00:00,1,2018-01-22,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25161.72,DAM,24
2018-01-22T13:00:00-00:00,2018-01-22T14:00:00-00:00,1,2018-01-22,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22897.27,DAM,24
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4236.7,DAM,25
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3405.85,DAM,25
2018-01-22T14:00:00-00:00,2018-01-22T15:00:00-00:00,1,2018-01-22,7,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3906.03,DAM,25
2018-01-23T04:00:00-00:00,2018-01-23T05:00:00-00:00,1,2018-01-22,21,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4166.87,DAM,25
2018-01-22T13:00:00-00:00,2018-01-22T14:00:00-00:00,1,2018-01-22,6,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3682.9,DAM,25
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3883.85,DAM,25
2018-01-22T22:00:00-00:00,2018-01-22T23:00:00-00:00,1,2018-01-22,15,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3634.76,DAM,25
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3495.58,DAM,25
2018-01-22T23:00:00-00:00,2018-01-23T00:00:00-00:00,1,2018-01-22,16,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3685.44,DAM,25
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4252.45,DAM,25
2018-01-22T18:00:00-00:00,2018-01-22T19:00:00-00:00,1,2018-01-22,11,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3763.3,DAM,25
2018-01-22T21:00:00-00:00,2018-01-22T22:00:00-00:00,1,2018-01-22,14,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3632.55,DAM,25
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3406.33,DAM,25
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3826.65,DAM,25
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3898.53,DAM,25
2018-01-23T02:00:00-00:00,2018-01-23T03:00:00-00:00,1,2018-01-22,19,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4290.58,DAM,25
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3620.66,DAM,25
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3660.52,DAM,25
2018-01-23T05:00:00-00:00,2018-01-23T06:00:00-00:00,1,2018-01-22,22,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4008.46,DAM,25
2018-01-22T08:00:00-00:00,2018-01-22T09:00:00-00:00,1,2018-01-22,1,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3460.57,DAM,25
2018-01-22T15:00:00-00:00,2018-01-22T16:00:00-00:00,1,2018-01-22,8,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3935.17,DAM,25
2018-01-22T19:00:00-00:00,2018-01-22T20:00:00-00:00,1,2018-01-22,12,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3696.71,DAM,25
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3394.49,DAM,25
2018-01-23T06:00:00-00:00,2018-01-23T07:00:00-00:00,1,2018-01-22,23,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3803.4,DAM,25
2018-01-23T05:00:00-00:00,2018-01-23T06:00:00-00:00,1,2018-01-22,22,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5314.22,DAM,26
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5830.96,DAM,26
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4669.8,DAM,26
2018-01-22T22:00:00-00:00,2018-01-22T23:00:00-00:00,1,2018-01-22,15,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5518.95,DAM,26
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5860.99,DAM,26
2018-01-22T19:00:00-00:00,2018-01-22T20:00:00-00:00,1,2018-01-22,12,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5584.35,DAM,26
2018-01-22T18:00:00-00:00,2018-01-22T19:00:00-00:00,1,2018-01-22,11,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5651.46,DAM,26
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5006.84,DAM,26
2018-01-23T04:00:00-00:00,2018-01-23T05:00:00-00:00,1,2018-01-22,21,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5627.7,DAM,26
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4643.9,DAM,26
2018-01-22T13:00:00-00:00,2018-01-22T14:00:00-00:00,1,2018-01-22,6,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5399.35,DAM,26
2018-01-23T02:00:00-00:00,2018-01-23T03:00:00-00:00,1,2018-01-22,19,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5934.37,DAM,26
2018-01-22T21:00:00-00:00,2018-01-22T22:00:00-00:00,1,2018-01-22,14,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5523.92,DAM,26
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5550.99,DAM,26
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5770.14,DAM,26
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4850.22,DAM,26
2018-01-23T06:00:00-00:00,2018-01-23T07:00:00-00:00,1,2018-01-22,23,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5021.46,DAM,26
2018-01-22T15:00:00-00:00,2018-01-22T16:00:00-00:00,1,2018-01-22,8,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5813.55,DAM,26
2018-01-22T23:00:00-00:00,2018-01-23T00:00:00-00:00,1,2018-01-22,16,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5610.09,DAM,26
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5719.74,DAM,26
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4767.84,DAM,26
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6009.31,DAM,26
2018-01-22T08:00:00-00:00,2018-01-22T09:00:00-00:00,1,2018-01-22,1,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4661.19,DAM,26
2018-01-22T14:00:00-00:00,2018-01-22T15:00:00-00:00,1,2018-01-22,7,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5777.22,DAM,26
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3062.87,DAM,27
2018-01-22T08:00:00-00:00,2018-01-22T09:00:00-00:00,1,2018-01-22,1,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2071.26,DAM,27
2018-01-22T23:00:00-00:00,2018-01-23T00:00:00-00:00,1,2018-01-22,16,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2661.47,DAM,27
2018-01-22T22:00:00-00:00,2018-01-22T23:00:00-00:00,1,2018-01-22,15,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2663.59,DAM,27
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2041.91,DAM,27
2018-01-23T06:00:00-00:00,2018-01-23T07:00:00-00:00,1,2018-01-22,23,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2457.73,DAM,27
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2039.21,DAM,27
2018-01-23T05:00:00-00:00,2018-01-23T06:00:00-00:00,1,2018-01-22,22,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2660.81,DAM,27
2018-01-22T14:00:00-00:00,2018-01-22T15:00:00-00:00,1,2018-01-22,7,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2861.54,DAM,27
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2289.99,DAM,27
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2758.1,DAM,27
2018-01-22T13:00:00-00:00,2018-01-22T14:00:00-00:00,1,2018-01-22,6,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2480.12,DAM,27
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2085.48,DAM,27
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2787.26,DAM,27
2018-01-23T04:00:00-00:00,2018-01-23T05:00:00-00:00,1,2018-01-22,21,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2829.88,DAM,27
2018-01-22T19:00:00-00:00,2018-01-22T20:00:00-00:00,1,2018-01-22,12,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2850.44,DAM,27
2018-01-22T18:00:00-00:00,2018-01-22T19:00:00-00:00,1,2018-01-22,11,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2945.33,DAM,27
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3005.01,DAM,27
2018-01-22T15:00:00-00:00,2018-01-22T16:00:00-00:00,1,2018-01-22,8,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3084.92,DAM,27
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2210.65,DAM,27
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2926.58,DAM,27
2018-01-23T02:00:00-00:00,2018-01-23T03:00:00-00:00,1,2018-01-22,19,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2974.16,DAM,27
2018-01-22T21:00:00-00:00,2018-01-22T22:00:00-00:00,1,2018-01-22,14,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2726.92,DAM,27
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2944.01,DAM,27
2018-01-23T00:00:00-00:00,2018-01-23T01:00:00-00:00,1,2018-01-22,17,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2833.24,DAM,28
2018-01-22T09:00:00-00:00,2018-01-22T10:00:00-00:00,1,2018-01-22,2,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1941.02,DAM,28
2018-01-22T11:00:00-00:00,2018-01-22T12:00:00-00:00,1,2018-01-22,4,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1936.52,DAM,28
2018-01-23T01:00:00-00:00,2018-01-23T02:00:00-00:00,1,2018-01-22,18,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3008.81,DAM,28
2018-01-23T03:00:00-00:00,2018-01-23T04:00:00-00:00,1,2018-01-22,20,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2944.19,DAM,28
2018-01-22T12:00:00-00:00,2018-01-22T13:00:00-00:00,1,2018-01-22,5,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2043.6,DAM,28
2018-01-22T16:00:00-00:00,2018-01-22T17:00:00-00:00,1,2018-01-22,9,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2840.41,DAM,28
2018-01-22T17:00:00-00:00,2018-01-22T18:00:00-00:00,1,2018-01-22,10,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2834.86,DAM,28
2018-01-22T20:00:00-00:00,2018-01-22T21:00:00-00:00,1,2018-01-22,13,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2777.3,DAM,28
2018-01-23T07:00:00-00:00,2018-01-23T08:00:00-00:00,1,2018-01-22,24,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2192.17,DAM,28
2018-01-22T10:00:00-00:00,2018-01-22T11:00:00-00:00,1,2018-01-22,3,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1914.08,DAM,28
