INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2018-01-21T06:00:00-00:00,2018-01-21T07:00:00-00:00,1,2018-01-20,23,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2816.04,DAM,1
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2931.43,DAM,1
2018-01-20T09:00:00-00:00,2018-01-20T10:00:00-00:00,1,2018-01-20,2,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2484.74,DAM,1
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2771.32,DAM,1
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3018.2,DAM,1
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2843.45,DAM,1
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2626.35,DAM,1
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2490.49,DAM,1
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2932.84,DAM,1
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2697.29,DAM,1
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2617.07,DAM,1
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3134.38,DAM,1
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2538.18,DAM,1
2018-01-20T22:00:00-00:00,2018-01-20T23:00:00-00:00,1,2018-01-20,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2665.05,DAM,1
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2931.68,DAM,1
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2644.15,DAM,1
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3117.23,DAM,1
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2743.5,DAM,1
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2754.45,DAM,1
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2925.9,DAM,1
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3103.39,DAM,1
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3048.97,DAM,1
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2786.38,DAM,1
2018-01-20T08:00:00-00:00,2018-01-20T09:00:00-00:00,1,2018-01-20,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2501.86,DAM,1
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22278.89,DAM,2
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22424.68,DAM,2
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26323.02,DAM,2
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25056.91,DAM,2
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23758.45,DAM,2
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26032.07,DAM,2
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23187.94,DAM,2
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20262.09,DAM,2
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21073.88,DAM,2
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22121.7,DAM,2
2018-01-20T22:00:00-00:00,2018-01-20T23:00:00-00:00,1,2018-01-20,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22055.59,DAM,2
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22036.55,DAM,2
2018-01-21T06:00:00-00:00,2018-01-21T07:00:00-00:00,1,2018-01-20,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23683.05,DAM,2
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20474.25,DAM,2
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23460.64,DAM,2
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22887.34,DAM,2
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22499.33,DAM,2
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26660.62,DAM,2
2018-01-20T08:00:00-00:00,2018-01-20T09:00:00-00:00,1,2018-01-20,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21897.44,DAM,2
2018-01-20T09:00:00-00:00,2018-01-20T10:00:00-00:00,1,2018-01-20,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21044.05,DAM,2
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20411.01,DAM,2
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23333.81,DAM,2
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26953.51,DAM,2
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22672.98,DAM,2
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3319.15,DAM,3
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3634.36,DAM,3
2018-01-20T22:00:00-00:00,2018-01-20T23:00:00-00:00,1,2018-01-20,15,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3590.57,DAM,3
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3832.94,DAM,3
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3618.71,DAM,3
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3605.57,DAM,3
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4116.25,DAM,3
2018-01-20T09:00:00-00:00,2018-01-20T10:00:00-00:00,1,2018-01-20,2,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3362.73,DAM,3
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3506.55,DAM,3
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3576.17,DAM,3
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3646.79,DAM,3
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3927.1,DAM,3
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3628.05,DAM,3
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4146.72,DAM,3
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3641.21,DAM,3
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3587.69,DAM,3
2018-01-21T06:00:00-00:00,2018-01-21T07:00:00-00:00,1,2018-01-20,23,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3780.73,DAM,3
2018-01-20T08:00:00-00:00,2018-01-20T09:00:00-00:00,1,2018-01-20,1,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3449.45,DAM,3
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3301.92,DAM,3
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3329.04,DAM,3
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4173.4,DAM,3
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4039.56,DAM,3
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3403.24,DAM,3
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3526.88,DAM,3
2018-01-20T22:00:00-00:00,2018-01-20T23:00:00-00:00,1,2018-01-20,15,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5093.72,DAM,4
2018-01-20T08:00:00-00:00,2018-01-20T09:00:00-00:00,1,2018-01-20,1,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4510.88,DAM,4
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5584.06,DAM,4
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5072.77,DAM,4
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5455.5,DAM,4
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5191.66,DAM,4
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5107.61,DAM,4
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4579.08,DAM,4
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4482.89,DAM,4
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4703.14,DAM,4
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5513.69,DAM,4
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5126.24,DAM,4
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4736.91,DAM,4
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5114.74,DAM,4
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4939.91,DAM,4
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4453.27,DAM,4
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5298.31,DAM,4
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5091.31,DAM,4
2018-01-21T06:00:00-00:00,2018-01-21T07:00:00-00:00,1,2018-01-20,23,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4867.04,DAM,4
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5097.72,DAM,4
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5125.06,DAM,4
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5427.98,DAM,4
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5057.26,DAM,4
2018-01-20T09:00:00-00:00,2018-01-20T10:00:00-00:00,1,2018-01-20,2,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4457.74,DAM,4
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2659.63,DAM,5
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2761.69,DAM,5
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2476.75,DAM,5
2018-01-20T09:00:00-00:00,2018-01-20T10:00:00-00:00,1,2018-01-20,2,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2126.14,DAM,5
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2453.08,DAM,5
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2468.73,DAM,5
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2673.61,DAM,5
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2558.64,DAM,5
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2655.45,DAM,5
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2807.34,DAM,5
2018-01-20T22:00:00-00:00,2018-01-20T23:00:00-00:00,1,2018-01-20,15,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2395.64,DAM,5
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2123.43,DAM,5
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2784.57,DAM,5
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2301.83,DAM,5
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2628.33,DAM,5
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2679.96,DAM,5
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2185.82,DAM,5
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2109.03,DAM,5
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2509.66,DAM,5
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2196.06,DAM,5
2018-01-21T06:00:00-00:00,2018-01-21T07:00:00-00:00,1,2018-01-20,23,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2316.19,DAM,5
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2562.52,DAM,5
2018-01-20T08:00:00-00:00,2018-01-20T09:00:00-00:00,1,2018-01-20,1,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2172.15,DAM,5
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2403.66,DAM,5
2018-01-20T17:00:00-00:00,2018-01-20T18:00:00-00:00,1,2018-01-20,10,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2665.43,DAM,6
2018-01-20T15:00:00-00:00,2018-01-20T16:00:00-00:00,1,2018-01-20,8,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2414.97,DAM,6
2018-01-20T21:00:00-00:00,2018-01-20T22:00:00-00:00,1,2018-01-20,14,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2588.2,DAM,6
2018-01-21T01:00:00-00:00,2018-01-21T02:00:00-00:00,1,2018-01-20,18,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2772.9,DAM,6
2018-01-20T16:00:00-00:00,2018-01-20T17:00:00-00:00,1,2018-01-20,9,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2558.57,DAM,6
2018-01-20T18:00:00-00:00,2018-01-20T19:00:00-00:00,1,2018-01-20,11,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2693.72,DAM,6
2018-01-20T20:00:00-00:00,2018-01-20T21:00:00-00:00,1,2018-01-20,13,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2638.41,DAM,6
2018-01-20T10:00:00-00:00,2018-01-20T11:00:00-00:00,1,2018-01-20,3,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1963.01,DAM,6
2018-01-20T11:00:00-00:00,2018-01-20T12:00:00-00:00,1,2018-01-20,4,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1963.15,DAM,6
2018-01-20T14:00:00-00:00,2018-01-20T15:00:00-00:00,1,2018-01-20,7,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2239.81,DAM,6
2018-01-20T19:00:00-00:00,2018-01-20T20:00:00-00:00,1,2018-01-20,12,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2679.7,DAM,6
2018-01-21T05:00:00-00:00,2018-01-21T06:00:00-00:00,1,2018-01-20,22,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2436.41,DAM,6
2018-01-21T03:00:00-00:00,2018-01-21T04:00:00-00:00,1,2018-01-20,20,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2670.83,DAM,6
2018-01-21T04:00:00-00:00,2018-01-21T05:00:00-00:00,1,2018-01-20,21,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2566.12,DAM,6
2018-01-20T23:00:00-00:00,2018-01-21T00:00:00-00:00,1,2018-01-20,16,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2532.76,DAM,6
2018-01-21T00:00:00-00:00,2018-01-21T01:00:00-00:00,1,2018-01-20,17,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2612.62,DAM,6
2018-01-21T07:00:00-00:00,2018-01-21T08:00:00-00:00,1,2018-01-20,24,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2126.29,DAM,6
2018-01-20T12:00:00-00:00,2018-01-20T13:00:00-00:00,1,2018-01-20,5,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1991.1,DAM,6
2018-01-20T13:00:00-00:00,2018-01-20T14:00:00-00:00,1,2018-01-20,6,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2086.71,DAM,6
2018-01-21T02:00:00-00:00,2018-01-21T03:00:00-00:00,1,2018-01-20,19,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2756.03,DAM,6
